Transaction_ID,Date,Time,Store_Name,Store_ID,Region,Category,Product_Name,Brand,SKU,Quantity,Unit_Price,Subtotal,Discount_Percent,Discount_Amount,Tax_Rate,Tax_Amount,Total_Amount,Cost_Per_Unit,Total_Cost,Profit,Profit_Margin,Payment_Method,Customer_Type,Customer_ID,Sales_Channel,Sales_Rep_ID,Promotion_Code,Shipping_Cost,Return_Status,Customer_Rating,Inventory_Status
TXN002523,2022-12-09,14:53:57,Atlanta Buckhead,ST018,Southeast,Toys & Games,Video Game,Designer Brand C,TOY9674,5,96.56,482.8,10,48.28,0.08,34.76,469.28,74.76,373.8,95.48,20.35,Buy Now Pay Later,Regular,CUST1136,Mobile App,REP347,NONE,0.63,Yes,1,In Stock
TXN002524,2023-09-24,11:44:09,Philadelphia Center City,ST007,West,Books & Media,Cookbook,Modern Brand E,BOO8982,1,35.42,35.42,15,5.31,0.08,2.41,32.52,21.33,21.33,11.19,34.41,Buy Now Pay Later,Regular,CUST2721,Online,REP401,NONE,14.99,No,3,Low Stock
TXN002525,2023-07-17,20:17:02,New York Flagship,ST001,West,Home & Living,Bedding Set,Luxury Brand B,HOM3736,3,205.98,617.94,0,0.0,0.08,49.44,667.38,164.13,492.39,174.99,26.22,Digital Wallet,Member,CUST2392,Online,REP575,VIP30,19.55,No,5,In Stock
TXN002526,2022-04-24,09:24:53,Phoenix Fashion Square,ST006,West,Jewelry,Pendant,Premium Brand A,JEW6605,1,4966.37,4966.37,5,248.32,0.08,377.44,5095.49,3963.63,3963.63,1131.86,22.21,Digital Wallet,Member,CUST3098,Phone Order,REP804,NEWCUST10,5.78,Yes,3,In Stock
TXN002527,2023-08-12,13:03:54,San Diego Gaslamp,ST009,Northeast,Accessories,Hat,Classic Brand D,ACC6290,4,190.12,760.48,20,152.1,0.08,48.67,657.05,151.14,604.56,52.49,7.99,Buy Now Pay Later,Member,CUST6185,Online,REP866,NONE,3.06,No,1,In Stock
TXN002528,2023-02-27,20:50:47,Phoenix Fashion Square,ST006,Southeast,Jewelry,Pendant,Elite Brand F,JEW5986,2,2300.83,4601.66,5,230.08,0.08,349.73,4721.31,1746.24,3492.48,1228.83,26.03,Digital Wallet,Regular,CUST4208,Mobile App,REP622,NONE,19.6,No,3,In Stock
TXN002529,2022-10-02,16:22:08,San Diego Gaslamp,ST009,West,Beauty & Personal Care,Body Lotion,Premium Brand A,BEA2473,4,79.51,318.04,0,0.0,0.08,25.44,343.48,50.77,203.08,140.4,40.88,Cash,New,CUST8576,Mobile App,REP826,WINTER25,0,No,3,In Stock
TXN002530,2022-06-01,14:12:31,Seattle Pike Place,ST013,Southeast,Footwear,Heels,Modern Brand E,FOO6785,2,44.89,89.78,30,26.93,0.08,5.03,67.88,31.76,63.52,4.36,6.42,Debit Card,Member,CUST4833,Mobile App,REP346,NONE,7.2,No,1,Out of Stock
TXN002531,2022-10-13,21:34:49,Tampa Bay Street,ST020,Southwest,Toys & Games,Action Figure,Elite Brand F,TOY5530,5,44.2,221.0,0,0.0,0.08,17.68,238.68,28.19,140.95,97.73,40.95,Buy Now Pay Later,New,CUST2963,Mobile App,REP712,WINTER25,19.23,No,1,In Stock
TXN002532,2022-03-19,15:32:41,Boston Newbury Street,ST015,Midwest,Footwear,Sneakers,Classic Brand D,FOO7682,5,248.7,1243.5,10,124.35,0.08,89.53,1208.68,190.85,954.25,254.43,21.05,Digital Wallet,Member,CUST5716,Online,REP223,WINTER25,0,Yes,1,In Stock
TXN002533,2022-11-22,14:14:13,Miami Beach,ST004,West,Footwear,Running Shoes,Elite Brand F,FOO8422,5,97.9,489.5,0,0.0,0.08,39.16,528.66,61.44,307.2,221.46,41.89,Debit Card,New,CUST3378,Online,REP169,NONE,12.88,No,3,In Stock
TXN002534,2023-10-03,19:27:52,Houston Galleria,ST005,West,Toys & Games,Puzzle,Exclusive Brand J,TOY6417,2,23.88,47.76,20,9.55,0.08,3.06,41.27,14.58,29.16,12.11,29.34,Debit Card,Regular,CUST1380,In-Store,REP199,SUMMER20,3.98,No,3,In Stock
TXN002535,2023-03-01,20:40:35,San Diego Gaslamp,ST009,Southwest,Beauty & Personal Care,Hair Dryer,Designer Brand C,BEA8794,4,42.15,168.6,0,0.0,0.08,13.49,182.09,29.91,119.64,62.45,34.3,Digital Wallet,Regular,CUST1330,In-Store,REP778,FLASH15,0,No,3,Out of Stock
TXN002536,2023-08-14,19:40:13,Phoenix Fashion Square,ST006,Midwest,Books & Media,Comic Book,Luxury Brand B,BOO8129,3,45.12,135.36,25,33.84,0.08,8.12,109.64,30.08,90.24,19.4,17.69,Cash,Returning,CUST2256,Online,REP783,VIP30,0.44,No,3,Low Stock
TXN002537,2023-08-08,18:37:43,Las Vegas Strip,ST017,Southeast,Electronics,Smartwatch,Designer Brand C,ELE1483,1,1642.2,1642.2,0,0.0,0.08,131.38,1773.58,1007.8,1007.8,765.78,43.18,Credit Card,New,CUST8605,Phone Order,REP913,NONE,11.81,No,2,In Stock
TXN002538,2023-04-30,09:27:11,Philadelphia Center City,ST007,Northeast,Beauty & Personal Care,Perfume,Elite Brand F,BEA9963,1,60.13,60.13,15,9.02,0.08,4.09,55.2,44.75,44.75,10.45,18.93,Debit Card,Returning,CUST6908,Online,REP852,WINTER25,13.48,No,4,In Stock
TXN002539,2022-03-08,21:47:15,Los Angeles Downtown,ST002,Southwest,Footwear,Sneakers,Signature Brand G,FOO4348,2,225.87,451.74,10,45.17,0.08,32.53,439.1,160.28,320.56,118.54,27.0,Credit Card,Returning,CUST6639,Phone Order,REP204,NONE,5.33,No,3,In Stock
TXN002540,2022-04-16,14:52:48,Atlanta Buckhead,ST018,Northeast,Toys & Games,Puzzle,Premium Brand A,TOY2139,5,84.46,422.3,0,0.0,0.08,33.78,456.08,59.56,297.8,158.28,34.7,Cash,New,CUST6098,In-Store,REP681,FLASH15,0,No,5,Low Stock
TXN002541,2023-08-07,16:06:47,Houston Galleria,ST005,West,Electronics,Headphones,Heritage Brand H,ELE3900,2,825.96,1651.92,30,495.58,0.08,92.51,1248.85,584.96,1169.92,78.93,6.32,Gift Card,Regular,CUST8543,In-Store,REP258,VIP30,1.24,No,2,Low Stock
TXN002542,2022-12-06,16:17:08,San Jose Valley Fair,ST011,West,Accessories,Backpack,Classic Brand D,ACC5056,4,462.12,1848.48,0,0.0,0.08,147.88,1996.36,333.37,1333.48,662.88,33.2,Gift Card,New,CUST4193,In-Store,REP835,NEWCUST10,14.1,Yes,4,In Stock
TXN002543,2023-03-05,18:24:12,Denver Cherry Creek,ST014,West,Books & Media,Novel,Signature Brand G,BOO3697,3,20.85,62.55,0,0.0,0.08,5.0,67.55,14.54,43.62,23.93,35.43,Debit Card,New,CUST2568,Phone Order,REP150,NONE,15.12,Yes,2,In Stock
TXN002544,2022-12-06,13:06:39,San Antonio Riverwalk,ST008,Southeast,Clothing,Shirt,Elite Brand F,CLO1006,1,101.89,101.89,25,25.47,0.08,6.11,82.53,65.84,65.84,16.69,20.22,Debit Card,VIP,CUST9019,Mobile App,REP202,NEWCUST10,5.46,No,2,Low Stock
TXN002545,2023-03-19,21:39:36,Atlanta Buckhead,ST018,Midwest,Books & Media,Magazine,Designer Brand C,BOO9892,4,44.2,176.8,30,53.04,0.08,9.9,133.66,32.67,130.68,2.98,2.23,Debit Card,Regular,CUST2910,Phone Order,REP551,SUMMER20,12.84,Yes,5,Out of Stock
TXN002546,2022-07-15,12:30:06,New York Flagship,ST001,Southeast,Electronics,Smart TV,Luxury Brand B,ELE6949,5,347.64,1738.2,0,0.0,0.08,139.06,1877.26,226.98,1134.9,742.36,39.54,Gift Card,VIP,CUST2242,Online,REP408,NONE,23.53,No,3,Low Stock
TXN002547,2022-04-06,20:06:55,Denver Cherry Creek,ST014,Midwest,Sports & Outdoors,Dumbbell Set,Modern Brand E,SPO5716,3,408.57,1225.71,25,306.43,0.08,73.54,992.82,315.45,946.35,46.47,4.68,Digital Wallet,Returning,CUST6678,Online,REP406,NEWCUST10,1.79,No,4,In Stock
TXN002548,2022-07-31,10:39:51,San Antonio Riverwalk,ST008,Midwest,Footwear,Dress Shoes,Heritage Brand H,FOO9764,5,106.44,532.2,30,159.66,0.08,29.8,402.34,82.36,411.8,-9.46,-2.35,Debit Card,Returning,CUST1296,Phone Order,REP636,VIP30,16.08,No,4,In Stock
TXN002549,2022-11-21,10:07:32,Austin Domain,ST012,Southeast,Beauty & Personal Care,Body Lotion,Designer Brand C,BEA6151,5,127.31,636.55,0,0.0,0.08,50.92,687.47,84.07,420.35,267.12,38.86,Cash,Regular,CUST8962,Mobile App,REP935,NONE,0,No,2,In Stock
TXN002550,2023-05-12,16:38:43,Phoenix Fashion Square,ST006,Southwest,Accessories,Belt,Classic Brand D,ACC9821,4,213.71,854.84,25,213.71,0.08,51.29,692.42,170.17,680.68,11.74,1.7,Cash,VIP,CUST5434,Mobile App,REP281,SUMMER20,7.39,No,4,In Stock
TXN002551,2022-03-09,15:24:40,Las Vegas Strip,ST017,Southwest,Sports & Outdoors,Camping Tent,Exclusive Brand J,SPO1994,3,581.47,1744.41,0,0.0,0.08,139.55,1883.96,453.09,1359.27,524.69,27.85,Credit Card,New,CUST4362,Online,REP409,NONE,20.9,No,3,In Stock
TXN002552,2023-06-19,15:31:32,Boston Newbury Street,ST015,West,Books & Media,Biography,Classic Brand D,BOO5803,3,27.87,83.61,15,12.54,0.08,5.69,76.76,20.85,62.55,14.21,18.51,Debit Card,Regular,CUST1879,Phone Order,REP519,WINTER25,8.89,No,5,Low Stock
TXN002553,2022-01-25,19:55:58,Houston Galleria,ST005,Southeast,Accessories,Scarf,Exclusive Brand J,ACC4650,3,367.16,1101.48,25,275.37,0.08,66.09,892.2,253.76,761.28,130.92,14.67,Debit Card,New,CUST6786,Online,REP128,NONE,0,No,1,In Stock
TXN002554,2023-08-26,19:36:05,Los Angeles Downtown,ST002,Southwest,Electronics,Smart TV,Luxury Brand B,ELE7941,2,492.01,984.02,5,49.2,0.08,74.79,1009.61,333.27,666.54,343.07,33.98,Digital Wallet,VIP,CUST5809,Mobile App,REP284,NONE,16.63,Yes,3,In Stock
TXN002555,2023-05-16,11:07:00,Los Angeles Downtown,ST002,Midwest,Books & Media,Biography,Modern Brand E,BOO2134,3,48.96,146.88,10,14.69,0.08,10.58,142.77,37.08,111.24,31.53,22.08,Buy Now Pay Later,Regular,CUST5306,In-Store,REP554,NEWCUST10,8.2,No,2,Low Stock
TXN002556,2023-05-09,16:29:44,Orlando Mall,ST019,Midwest,Jewelry,Necklace,Premium Brand A,JEW2811,1,3441.21,3441.21,30,1032.36,0.08,192.71,2601.56,2624.14,2624.14,-22.58,-0.87,Credit Card,Returning,CUST6385,Phone Order,REP976,WINTER25,22.78,Yes,2,Low Stock
TXN002557,2023-12-19,18:05:16,Phoenix Fashion Square,ST006,Southwest,Books & Media,Biography,Designer Brand C,BOO5977,1,30.64,30.64,15,4.6,0.08,2.08,28.12,19.21,19.21,8.91,31.69,Buy Now Pay Later,New,CUST4745,Mobile App,REP725,NONE,18.45,No,4,Low Stock
TXN002558,2023-09-17,21:45:28,Las Vegas Strip,ST017,Northeast,Sports & Outdoors,Yoga Mat,Contemporary Brand I,SPO7174,4,356.21,1424.84,30,427.45,0.08,79.79,1077.18,242.99,971.96,105.22,9.77,Gift Card,VIP,CUST3245,Phone Order,REP261,NONE,2.8,No,4,Out of Stock
TXN002559,2023-12-27,10:21:12,Seattle Pike Place,ST013,West,Sports & Outdoors,Dumbbell Set,Modern Brand E,SPO8303,3,48.71,146.13,10,14.61,0.08,10.52,142.04,37.7,113.1,28.94,20.37,Debit Card,Member,CUST3727,Mobile App,REP488,NONE,24.0,No,4,In Stock
TXN002560,2023-09-10,10:14:10,Seattle Pike Place,ST013,Southwest,Clothing,Sweater,Modern Brand E,CLO6487,2,132.61,265.22,10,26.52,0.08,19.1,257.8,85.81,171.62,86.18,33.43,Buy Now Pay Later,Returning,CUST4060,Phone Order,REP946,SUMMER20,7.83,Yes,2,Low Stock
TXN002561,2023-09-20,14:49:50,Miami Beach,ST004,West,Books & Media,Biography,Luxury Brand B,BOO9493,1,20.73,20.73,5,1.04,0.08,1.58,21.27,14.56,14.56,6.71,31.55,Digital Wallet,Regular,CUST1406,Mobile App,REP521,NEWCUST10,10.5,Yes,2,In Stock
TXN002562,2022-07-28,19:46:27,Tampa Bay Street,ST020,Northeast,Electronics,Headphones,Luxury Brand B,ELE6271,5,232.7,1163.5,0,0.0,0.08,93.08,1256.58,164.2,821.0,435.58,34.66,Credit Card,VIP,CUST5296,Online,REP224,SUMMER20,0,No,5,In Stock
TXN002563,2023-07-28,10:26:29,Philadelphia Center City,ST007,Southeast,Books & Media,Magazine,Designer Brand C,BOO2264,3,44.7,134.1,25,33.52,0.08,8.05,108.63,27.78,83.34,25.29,23.28,Gift Card,VIP,CUST7445,Mobile App,REP704,NONE,2.8,No,1,In Stock
TXN002564,2023-06-07,16:14:39,Philadelphia Center City,ST007,West,Beauty & Personal Care,Perfume,Designer Brand C,BEA2166,1,21.31,21.31,0,0.0,0.08,1.7,23.01,14.83,14.83,8.18,35.55,Credit Card,Returning,CUST1502,Online,REP892,VIP30,22.47,Yes,3,In Stock
TXN002565,2022-06-15,11:57:59,New York Flagship,ST001,Southwest,Jewelry,Ring,Signature Brand G,JEW9952,1,477.88,477.88,15,71.68,0.08,32.5,438.7,296.86,296.86,141.84,32.33,Gift Card,VIP,CUST7503,In-Store,REP859,NONE,0,No,2,In Stock
TXN002566,2023-01-19,12:43:05,San Jose Valley Fair,ST011,Midwest,Beauty & Personal Care,Skincare Set,Elite Brand F,BEA4342,4,141.94,567.76,25,141.94,0.08,34.07,459.89,92.44,369.76,90.13,19.6,Buy Now Pay Later,Regular,CUST3690,Phone Order,REP510,NONE,12.35,No,3,Out of Stock
TXN002567,2023-08-07,10:23:47,Chicago Magnificent Mile,ST003,Southeast,Clothing,Dress,Premium Brand A,CLO9076,3,145.59,436.77,0,0.0,0.08,34.94,471.71,98.73,296.19,175.52,37.21,Cash,New,CUST4478,Mobile App,REP752,WINTER25,0,No,4,Out of Stock
TXN002568,2023-10-20,21:22:28,Los Angeles Downtown,ST002,West,Jewelry,Brooch,Heritage Brand H,JEW4126,5,2971.55,14857.75,25,3714.44,0.08,891.46,12034.77,2191.55,10957.75,1077.02,8.95,Digital Wallet,VIP,CUST1276,Mobile App,REP789,NONE,11.44,No,4,Low Stock
TXN002569,2022-12-31,11:41:02,Seattle Pike Place,ST013,Southeast,Electronics,Gaming Console,Premium Brand A,ELE4802,5,971.56,4857.8,20,971.56,0.08,310.9,4197.14,750.29,3751.45,445.69,10.62,Buy Now Pay Later,Regular,CUST1384,Online,REP827,NONE,14.07,No,3,In Stock
TXN002570,2023-03-28,14:51:21,Denver Cherry Creek,ST014,West,Toys & Games,Video Game,Luxury Brand B,TOY8134,1,40.65,40.65,20,8.13,0.08,2.6,35.12,26.16,26.16,8.96,25.51,Cash,Returning,CUST6741,Online,REP223,NEWCUST10,0,No,2,Out of Stock
TXN002571,2022-02-05,14:28:58,Atlanta Buckhead,ST018,Northeast,Electronics,Smartphone,Classic Brand D,ELE5563,5,1645.73,8228.65,0,0.0,0.08,658.29,8886.94,1137.14,5685.7,3201.24,36.02,Gift Card,VIP,CUST2756,In-Store,REP369,WINTER25,0,No,4,In Stock
TXN002572,2023-09-27,20:28:04,San Antonio Riverwalk,ST008,Southeast,Electronics,Smartwatch,Contemporary Brand I,ELE7764,2,332.91,665.82,15,99.87,0.08,45.28,611.23,204.86,409.72,201.51,32.97,Debit Card,Member,CUST6687,Phone Order,REP841,WINTER25,3.9,No,1,Low Stock
TXN002573,2023-09-05,11:24:24,Portland Pearl District,ST016,Southwest,Home & Living,Clock,Elite Brand F,HOM9394,2,125.48,250.96,0,0.0,0.08,20.08,271.04,86.28,172.56,98.48,36.33,Buy Now Pay Later,Returning,CUST5774,In-Store,REP394,NONE,0,Yes,2,Out of Stock
TXN002574,2023-04-08,18:35:15,Phoenix Fashion Square,ST006,Southwest,Beauty & Personal Care,Perfume,Signature Brand G,BEA2688,4,103.65,414.6,0,0.0,0.08,33.17,447.77,78.41,313.64,134.13,29.96,Buy Now Pay Later,Regular,CUST7360,Phone Order,REP332,VIP30,21.5,No,3,Out of Stock
TXN002575,2023-03-09,11:22:38,San Diego Gaslamp,ST009,West,Jewelry,Brooch,Contemporary Brand I,JEW2420,2,4190.58,8381.16,0,0.0,0.08,670.49,9051.65,2733.19,5466.38,3585.27,39.61,Gift Card,VIP,CUST6353,Online,REP355,NONE,22.22,No,5,In Stock
TXN002576,2023-03-25,20:06:13,Denver Cherry Creek,ST014,Southwest,Clothing,T-Shirt,Signature Brand G,CLO9917,3,75.77,227.31,15,34.1,0.08,15.46,208.67,47.69,143.07,65.6,31.44,Debit Card,New,CUST7990,Mobile App,REP207,NONE,16.15,No,3,In Stock
TXN002577,2023-11-05,12:15:53,New York Flagship,ST001,Southwest,Electronics,Laptop,Classic Brand D,ELE8611,4,958.73,3834.92,15,575.24,0.08,260.77,3520.45,579.04,2316.16,1204.29,34.21,Cash,Regular,CUST1491,Phone Order,REP951,NEWCUST10,0,No,3,In Stock
TXN002578,2023-04-19,21:58:30,Los Angeles Downtown,ST002,Northeast,Electronics,Camera,Signature Brand G,ELE9024,2,1073.42,2146.84,0,0.0,0.08,171.75,2318.59,686.7,1373.4,945.19,40.77,Credit Card,VIP,CUST7016,Phone Order,REP715,NONE,0,No,3,Low Stock
TXN002579,2023-06-23,14:31:39,Denver Cherry Creek,ST014,Southeast,Toys & Games,Doll,Luxury Brand B,TOY8466,1,33.01,33.01,5,1.65,0.08,2.51,33.87,20.16,20.16,13.71,40.48,Buy Now Pay Later,VIP,CUST9558,Phone Order,REP700,SUMMER20,13.43,No,5,In Stock
TXN002580,2023-11-28,15:27:37,Phoenix Fashion Square,ST006,Southwest,Sports & Outdoors,Hiking Boots,Premium Brand A,SPO6251,5,507.91,2539.55,0,0.0,0.08,203.16,2742.71,402.34,2011.7,731.01,26.65,Buy Now Pay Later,Member,CUST1486,Phone Order,REP256,NONE,21.85,No,4,Low Stock
TXN002581,2023-08-10,16:15:54,Portland Pearl District,ST016,Northeast,Jewelry,Pendant,Modern Brand E,JEW4459,1,720.86,720.86,15,108.13,0.08,49.02,661.75,571.79,571.79,89.96,13.59,Gift Card,New,CUST3788,Mobile App,REP748,SUMMER20,12.65,No,5,In Stock
TXN002582,2022-07-26,13:01:52,Orlando Mall,ST019,Southwest,Jewelry,Necklace,Contemporary Brand I,JEW3129,5,3794.21,18971.05,5,948.55,0.08,1441.8,19464.3,2309.37,11546.85,7917.45,40.68,Buy Now Pay Later,New,CUST2520,In-Store,REP850,WINTER25,0,No,5,Low Stock
TXN002583,2022-06-15,21:15:57,Las Vegas Strip,ST017,West,Sports & Outdoors,Tennis Racket,Premium Brand A,SPO6676,5,623.93,3119.65,0,0.0,0.08,249.57,3369.22,493.35,2466.75,902.47,26.79,Cash,Member,CUST1528,Phone Order,REP930,NEWCUST10,6.78,No,2,Low Stock
TXN002584,2023-02-17,12:27:28,Orlando Mall,ST019,Southwest,Jewelry,Bracelet,Premium Brand A,JEW3832,4,2751.26,11005.04,0,0.0,0.08,880.4,11885.44,1766.07,7064.28,4821.16,40.56,Digital Wallet,New,CUST2939,In-Store,REP412,NONE,17.01,No,3,Out of Stock
TXN002585,2023-06-10,13:24:08,Chicago Magnificent Mile,ST003,Southeast,Home & Living,Cushion,Signature Brand G,HOM7955,4,260.51,1042.04,30,312.61,0.08,58.35,787.78,193.44,773.76,14.02,1.78,Buy Now Pay Later,Regular,CUST3595,Mobile App,REP721,SUMMER20,0,No,2,In Stock
TXN002586,2022-05-25,16:46:29,Tampa Bay Street,ST020,Southeast,Accessories,Wallet,Heritage Brand H,ACC1583,5,123.86,619.3,10,61.93,0.08,44.59,601.96,78.07,390.35,211.61,35.15,Digital Wallet,New,CUST5214,Mobile App,REP686,NONE,13.62,No,3,In Stock
TXN002587,2022-09-27,10:08:54,New York Flagship,ST001,Midwest,Toys & Games,Building Blocks,Classic Brand D,TOY6822,5,83.36,416.8,0,0.0,0.08,33.34,450.14,59.54,297.7,152.44,33.87,Credit Card,Regular,CUST9700,Online,REP923,NEWCUST10,17.13,No,5,Low Stock
TXN002588,2022-01-01,09:21:25,Philadelphia Center City,ST007,West,Clothing,Skirt,Heritage Brand H,CLO4996,3,197.8,593.4,15,89.01,0.08,40.35,544.74,139.82,419.46,125.28,23.0,Cash,Returning,CUST2319,Phone Order,REP639,NONE,0,Yes,4,Out of Stock
TXN002589,2022-10-23,17:56:53,Phoenix Fashion Square,ST006,West,Sports & Outdoors,Tennis Racket,Elite Brand F,SPO6474,1,563.12,563.12,0,0.0,0.08,45.05,608.17,411.38,411.38,196.79,32.36,Credit Card,VIP,CUST7067,Mobile App,REP705,VIP30,15.72,Yes,5,Out of Stock
TXN002590,2023-02-01,10:54:33,Tampa Bay Street,ST020,Northeast,Electronics,Gaming Console,Contemporary Brand I,ELE5114,4,1465.5,5862.0,25,1465.5,0.08,351.72,4748.22,966.74,3866.96,881.26,18.56,Cash,VIP,CUST7627,In-Store,REP153,NEWCUST10,8.24,No,5,Out of Stock
TXN002591,2023-04-12,21:39:27,Philadelphia Center City,ST007,West,Accessories,Backpack,Premium Brand A,ACC7305,1,180.64,180.64,0,0.0,0.08,14.45,195.09,128.98,128.98,66.11,33.89,Cash,VIP,CUST1736,Phone Order,REP705,NONE,17.3,Yes,1,In Stock
TXN002592,2022-11-05,13:54:40,New York Flagship,ST001,Northeast,Accessories,Watch,Signature Brand G,ACC4386,4,355.2,1420.8,30,426.24,0.08,79.56,1074.12,215.93,863.72,210.4,19.59,Buy Now Pay Later,Member,CUST7901,In-Store,REP860,WINTER25,0,No,3,Out of Stock
TXN002593,2022-05-21,14:59:13,Chicago Magnificent Mile,ST003,Midwest,Footwear,Heels,Elite Brand F,FOO5244,1,219.59,219.59,20,43.92,0.08,14.05,189.72,132.4,132.4,57.32,30.21,Buy Now Pay Later,Regular,CUST3552,In-Store,REP823,FLASH15,21.13,No,2,Out of Stock
TXN002594,2023-10-14,18:03:04,Los Angeles Downtown,ST002,Northeast,Jewelry,Bracelet,Signature Brand G,JEW1904,1,2827.02,2827.02,0,0.0,0.08,226.16,3053.18,1884.31,1884.31,1168.87,38.28,Debit Card,VIP,CUST9474,Online,REP535,SUMMER20,5.52,No,1,Low Stock
TXN002595,2023-06-22,16:44:41,San Antonio Riverwalk,ST008,Northeast,Sports & Outdoors,Hiking Boots,Signature Brand G,SPO9805,3,739.93,2219.79,0,0.0,0.08,177.58,2397.37,580.63,1741.89,655.48,27.34,Gift Card,Regular,CUST7915,Phone Order,REP990,WINTER25,11.06,No,3,Out of Stock
TXN002596,2023-08-07,15:16:39,Portland Pearl District,ST016,Midwest,Accessories,Belt,Designer Brand C,ACC1431,4,412.59,1650.36,20,330.07,0.08,105.62,1425.91,318.43,1273.72,152.19,10.67,Credit Card,VIP,CUST5075,In-Store,REP873,SUMMER20,13.07,No,3,In Stock
TXN002597,2023-07-08,20:04:36,Phoenix Fashion Square,ST006,Northeast,Jewelry,Ring,Exclusive Brand J,JEW1596,5,3777.63,18888.15,10,1888.82,0.08,1359.95,18359.28,2866.19,14330.95,4028.33,21.94,Cash,Regular,CUST3402,In-Store,REP569,NEWCUST10,2.19,No,1,Out of Stock
TXN002598,2022-12-23,16:41:55,Philadelphia Center City,ST007,Southeast,Books & Media,Magazine,Classic Brand D,BOO8335,5,27.99,139.95,10,13.99,0.08,10.08,136.04,21.66,108.3,27.74,20.39,Digital Wallet,Member,CUST3388,Mobile App,REP484,NONE,19.04,No,1,Low Stock
TXN002599,2023-12-05,12:53:27,Denver Cherry Creek,ST014,Southeast,Accessories,Backpack,Luxury Brand B,ACC4732,5,53.95,269.75,0,0.0,0.08,21.58,291.33,40.3,201.5,89.83,30.83,Gift Card,New,CUST5585,In-Store,REP238,NONE,0,No,3,In Stock
TXN002600,2023-09-05,21:27:50,Denver Cherry Creek,ST014,Midwest,Books & Media,Cookbook,Signature Brand G,BOO3139,3,47.76,143.28,20,28.66,0.08,9.17,123.79,29.78,89.34,34.45,27.83,Credit Card,Member,CUST9414,In-Store,REP246,SUMMER20,8.39,No,2,Out of Stock
TXN002601,2023-12-02,11:15:53,Denver Cherry Creek,ST014,Southwest,Books & Media,Magazine,Premium Brand A,BOO4557,1,43.26,43.26,15,6.49,0.08,2.94,39.71,30.49,30.49,9.22,23.22,Cash,Member,CUST1922,Mobile App,REP827,NEWCUST10,20.53,No,4,In Stock
TXN002602,2023-02-10,12:07:50,Miami Beach,ST004,Northeast,Books & Media,Cookbook,Elite Brand F,BOO8479,4,22.99,91.96,25,22.99,0.08,5.52,74.49,14.06,56.24,18.25,24.5,Cash,Member,CUST2836,In-Store,REP829,NONE,0,No,1,Out of Stock
TXN002603,2023-07-15,17:40:53,Austin Domain,ST012,Southwest,Clothing,T-Shirt,Classic Brand D,CLO9205,1,43.81,43.81,25,10.95,0.08,2.63,35.49,27.9,27.9,7.59,21.39,Debit Card,Returning,CUST1396,Phone Order,REP791,NONE,11.86,No,2,In Stock
TXN002604,2023-09-29,12:37:15,New York Flagship,ST001,West,Sports & Outdoors,Tennis Racket,Premium Brand A,SPO6137,4,47.16,188.64,5,9.43,0.08,14.34,193.55,29.27,117.08,76.47,39.51,Digital Wallet,VIP,CUST2415,In-Store,REP192,FLASH15,24.44,No,4,In Stock
TXN002605,2023-05-16,14:11:33,San Antonio Riverwalk,ST008,Southeast,Footwear,Heels,Heritage Brand H,FOO8286,2,244.12,488.24,0,0.0,0.08,39.06,527.3,192.67,385.34,141.96,26.92,Gift Card,Returning,CUST5171,Phone Order,REP206,NONE,0,No,5,Out of Stock
TXN002606,2022-08-19,11:47:49,San Antonio Riverwalk,ST008,Midwest,Beauty & Personal Care,Hair Dryer,Luxury Brand B,BEA3776,4,21.59,86.36,30,25.91,0.08,4.84,65.29,14.54,58.16,7.13,10.92,Buy Now Pay Later,Regular,CUST9291,Online,REP214,NEWCUST10,12.48,Yes,1,In Stock
TXN002607,2023-02-06,17:55:35,Los Angeles Downtown,ST002,Northeast,Sports & Outdoors,Dumbbell Set,Signature Brand G,SPO5958,3,172.2,516.6,10,51.66,0.08,37.2,502.14,126.82,380.46,121.68,24.23,Gift Card,Member,CUST7392,Mobile App,REP851,FLASH15,0,Yes,1,Low Stock
TXN002608,2023-05-16,15:22:22,Austin Domain,ST012,West,Footwear,Sneakers,Heritage Brand H,FOO1477,5,201.14,1005.7,15,150.85,0.08,68.39,923.24,140.18,700.9,222.34,24.08,Buy Now Pay Later,New,CUST1209,In-Store,REP811,VIP30,10.19,No,1,In Stock
TXN002609,2022-08-08,09:53:00,Atlanta Buckhead,ST018,Northeast,Beauty & Personal Care,Makeup Kit,Modern Brand E,BEA5631,2,18.67,37.34,10,3.73,0.08,2.69,36.3,13.41,26.82,9.48,26.12,Buy Now Pay Later,Returning,CUST8466,Mobile App,REP177,VIP30,0,No,5,Out of Stock
TXN002610,2023-04-10,11:08:11,Las Vegas Strip,ST017,Southeast,Jewelry,Pendant,Designer Brand C,JEW7420,4,1441.52,5766.08,30,1729.82,0.08,322.9,4359.16,961.35,3845.4,513.76,11.79,Buy Now Pay Later,Regular,CUST7479,In-Store,REP176,FLASH15,16.86,No,3,In Stock
TXN002611,2023-02-14,18:08:55,Philadelphia Center City,ST007,West,Clothing,Jacket,Contemporary Brand I,CLO9481,1,95.09,95.09,25,23.77,0.08,5.71,77.03,59.23,59.23,17.8,23.11,Gift Card,Returning,CUST5808,In-Store,REP218,VIP30,0,No,2,In Stock
